Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,150.009995,155.070007,136.729996,139.830002,139.522720,5461600
2020-03-17,141.970001,148.350006,134.270004,147.809998,147.485184,5254800
2020-03-18,135.960007,139.550003,116.239998,134.559998,134.264297,4864700
2020-03-19,132.970001,137.089996,122.669998,130.520004,130.233185,5356300
2020-03-20,132.869995,135.309998,117.379997,119.000000,118.738503,5212000
2020-03-23,116.680000,118.690002,105.540001,116.070000,115.814934,5084600
2020-03-24,121.910004,142.800003,121.480003,141.229996,140.919647,4652600
2020-03-25,141.899994,154.169998,139.559998,146.699997,146.377625,3411000
2020-03-26,149.509995,155.850006,145.070007,152.869995,152.534073,3185200
2020-03-27,145.020004,150.479996,143.149994,144.960007,144.641464,2576800
2020-03-30,144.690002,152.419998,142.289993,151.229996,150.897659,2651700
2020-03-31,148.660004,150.029999,142.720001,144.229996,143.913055,3551000
2020-04-01,135.979996,138.000000,130.000000,133.110001,132.817490,2490700
2020-04-02,131.940002,135.559998,127.300003,130.690002,130.402802,2833500
2020-04-03,129.000000,131.199997,124.550003,126.300003,126.022461,2220800
2020-04-06,135.360001,144.419998,131.440002,143.740005,143.424133,2961400
2020-04-07,151.220001,152.619995,139.729996,141.070007,140.759995,4128300
2020-04-08,142.919998,150.449997,140.429993,149.289993,148.961929,2120800
2020-04-09,151.940002,155.300003,148.610001,151.029999,150.698120,1606700
2020-04-13,148.800003,149.130005,139.009995,143.660004,143.344315,2514400
2020-04-14,147.820007,148.800003,145.089996,146.289993,145.968521,2266400
2020-04-15,141.779999,142.339996,138.520004,140.779999,140.470642,1926300
2020-04-16,141.899994,141.899994,137.990005,141.000000,140.690155,1898100
2020-04-17,147.059998,155.369995,146.750000,154.880005,154.539658,3208200
2020-04-20,152.000000,152.570007,147.009995,148.210007,147.884308,2213700
2020-04-21,144.979996,145.339996,139.949997,141.289993,140.979523,1939300
2020-04-22,145.199997,148.789993,144.009995,147.619995,147.295593,1790000
2020-04-23,148.419998,149.949997,146.929993,147.259995,146.936386,1139300
2020-04-24,148.830002,153.669998,147.279999,153.009995,152.673752,1336900
2020-04-27,154.490005,159.360001,154.490005,158.830002,158.480972,1545500
2020-04-28,163.250000,165.839996,159.679993,162.869995,162.512085,2153300
2020-04-29,168.710007,173.490005,168.500000,169.820007,169.446823,2357600
2020-04-30,167.910004,168.080002,164.279999,166.020004,165.655182,1938700
2020-05-01,161.410004,163.440002,159.300003,161.639999,161.284790,1115600
2020-05-04,159.630005,162.990005,157.630005,162.410004,162.053101,1110000
2020-05-05,165.529999,168.750000,165.369995,166.949997,166.583130,1577200
2020-05-06,179.850006,182.699997,169.869995,170.100006,169.726212,3156600
2020-05-07,174.250000,178.979996,174.250000,174.759995,174.375961,1876200
2020-05-08,176.050003,177.410004,172.679993,175.039993,174.655334,1587700
2020-05-11,173.399994,174.679993,172.000000,172.690002,172.310516,1193900
2020-05-12,172.910004,173.419998,167.210007,167.320007,166.952332,1100700
2020-05-13,166.639999,168.720001,161.139999,162.960007,162.601898,1817800
2020-05-14,160.800003,164.309998,158.080002,164.309998,163.948929,1574800
2020-05-15,163.820007,170.089996,162.529999,169.869995,169.496719,1494400
2020-05-18,176.970001,181.880005,176.169998,180.100006,179.704239,2694700
2020-05-19,179.229996,185.479996,178.300003,179.910004,179.514664,2130600
2020-05-20,181.720001,184.490005,180.000000,180.470001,180.073425,1799000
2020-05-21,180.289993,180.580002,175.850006,176.410004,176.022339,1091100
2020-05-22,176.380005,178.020004,175.009995,176.750000,176.361588,893100
2020-05-26,182.309998,182.789993,176.570007,177.429993,177.040085,1556700
2020-05-27,178.339996,179.580002,173.000000,177.750000,177.359390,1749800
2020-05-28,178.660004,181.550003,176.949997,177.940002,177.548981,1288600
2020-05-29,177.740005,179.830002,176.789993,179.490005,179.095581,1846200
2020-06-01,179.690002,182.830002,179.179993,181.679993,181.280746,1401500
2020-06-02,183.500000,183.880005,180.600006,181.380005,180.981415,1549100
2020-06-03,182.470001,189.350006,181.149994,189.110001,188.694427,2169700
2020-06-04,187.419998,188.250000,181.190002,183.509995,183.106720,1780500
2020-06-05,187.750000,190.699997,185.279999,189.399994,188.983795,2073800
2020-06-08,188.009995,190.779999,187.710007,189.779999,189.362961,1230600
2020-06-09,188.190002,188.690002,185.139999,185.449997,185.042465,1621800
2020-06-10,186.050003,191.320007,184.259995,189.020004,188.604630,1769900
2020-06-11,183.000000,183.550003,173.880005,175.419998,175.215271,2470300
2020-06-12,181.639999,182.139999,173.800003,178.580002,178.371582,1467100
2020-06-15,174.210007,180.750000,172.699997,180.020004,179.809906,1869600
2020-06-16,185.889999,187.580002,181.389999,185.929993,185.712997,1989100
2020-06-17,187.100006,187.100006,180.509995,180.970001,180.758804,2016700
2020-06-18,179.929993,181.460007,178.559998,180.440002,180.229416,1433100
2020-06-19,183.720001,184.250000,176.000000,176.080002,175.874512,2189100
2020-06-22,176.199997,177.830002,175.080002,177.279999,177.073105,1785500
2020-06-23,179.169998,179.460007,176.240005,177.210007,177.003189,1498300
2020-06-24,175.720001,176.039993,166.800003,166.910004,166.715210,2338900
2020-06-25,166.580002,167.809998,164.429993,167.559998,167.364441,2039700
2020-06-26,166.990005,168.080002,162.649994,162.919998,162.729858,13427100
2020-06-29,163.860001,166.830002,161.910004,166.570007,166.375610,2259500
2020-06-30,165.869995,170.679993,165.309998,169.619995,169.422043,2159300
2020-07-01,170.000000,173.679993,169.720001,171.490005,171.289871,2005500
2020-07-02,173.580002,175.360001,171.220001,171.460007,171.259903,1516700
2020-07-06,174.270004,174.960007,169.850006,171.070007,170.870361,1748100
2020-07-07,170.300003,174.410004,167.220001,167.559998,167.364441,1726200
2020-07-08,168.199997,170.080002,166.509995,168.419998,168.223450,1425000
2020-07-09,168.330002,169.369995,161.210007,164.160004,163.968414,1985400
2020-07-10,162.880005,164.949997,162.089996,164.539993,164.347961,1657900
2020-07-13,165.960007,166.389999,160.419998,160.770004,160.582382,2152300
2020-07-14,160.619995,163.160004,158.330002,163.050003,162.859711,1935800
2020-07-15,166.250000,171.839996,165.679993,169.220001,169.022507,2643000
2020-07-16,167.699997,168.389999,165.410004,166.550003,166.355637,1246300
2020-07-17,167.919998,172.330002,166.880005,171.880005,171.679413,1931700
2020-07-20,171.119995,175.000000,169.820007,174.100006,173.896820,1657500
2020-07-21,174.860001,176.070007,173.179993,174.050003,173.846878,1190700
2020-07-22,173.869995,178.039993,173.309998,177.800003,177.592499,1508200
2020-07-23,176.929993,179.470001,174.190002,174.990005,174.785782,966200
2020-07-24,173.800003,174.059998,171.130005,172.630005,172.428543,999600
2020-07-27,173.250000,174.960007,171.580002,174.289993,174.086594,1194500
2020-07-28,173.429993,175.660004,171.740005,171.869995,171.669418,1363000
2020-07-29,173.580002,177.800003,173.240005,177.360001,177.153015,1410300
2020-07-30,174.500000,176.820007,172.100006,176.080002,175.874512,2051400
2020-07-31,177.169998,178.199997,173.589996,178.020004,177.812241,2800000
2020-08-03,181.500000,185.470001,176.669998,179.039993,178.831039,4521900
2020-08-04,179.000000,180.419998,172.619995,174.229996,174.026657,2578600
2020-08-05,175.399994,176.990005,173.589996,174.339996,174.136536,2070100
2020-08-06,174.320007,177.500000,173.509995,176.500000,176.294022,1324400
2020-08-07,174.970001,175.320007,172.139999,174.830002,174.625961,1541200
2020-08-10,174.240005,175.300003,168.929993,170.259995,170.061295,2160100
2020-08-11,171.630005,173.869995,168.820007,170.929993,170.730515,1805700
2020-08-12,172.259995,174.460007,172.259995,173.000000,172.798096,1707800
2020-08-13,172.399994,174.789993,172.139999,173.399994,173.197632,1107100
2020-08-14,172.750000,174.279999,171.979996,172.500000,172.298676,1195000
2020-08-17,173.020004,174.600006,171.979996,172.270004,172.068954,1557900
2020-08-18,172.199997,172.410004,167.339996,170.100006,169.901489,2387700
2020-08-19,172.110001,172.110001,168.509995,169.449997,169.252243,1622600
2020-08-20,167.869995,170.100006,167.020004,167.759995,167.564209,1794300
2020-08-21,167.960007,168.649994,166.350006,168.179993,167.983719,1977900
2020-08-24,169.330002,172.399994,167.520004,172.320007,172.118896,2268800
2020-08-25,172.839996,174.570007,172.309998,173.889999,173.687057,2668600
2020-08-26,174.169998,175.880005,172.000000,175.179993,174.975540,1874800
2020-08-27,175.750000,176.240005,173.779999,174.630005,174.426208,1740100
2020-08-28,174.660004,177.860001,173.600006,177.270004,177.063126,1441000
2020-08-31,178.210007,178.210007,176.330002,176.619995,176.413864,1962900
2020-09-01,176.839996,180.389999,175.789993,179.669998,179.460312,2126100
2020-09-02,180.039993,185.259995,178.419998,184.850006,184.634277,2165700
2020-09-03,184.009995,184.339996,175.750000,177.240005,177.033157,3336300
2020-09-04,176.889999,178.889999,169.580002,172.559998,172.358612,2673400
2020-09-08,168.929993,171.979996,166.240005,167.089996,166.894989,1990800
2020-09-09,169.130005,170.940002,165.990005,169.149994,169.149994,1048900
2020-09-10,169.949997,173.960007,167.809998,168.190002,168.190002,1297800
2020-09-11,169.089996,169.360001,164.570007,166.270004,166.270004,1116100
